0.97998921,0.91212721
0.18146523,0.431496723
0.761874289,0.598702607
0.381906733,0.135495517
1.005204502,0.967445889
0.495956436,0.623320255
0.577872236,0.657962829
0.372209669,0.158895872
0.575926738,0.798911999
0.565688148,0.825134753
0.493577653,0.750092137
0.900545851,0.437216233
0.964833698,0.454190028
0.304639084,0.326755233
0.865710095,0.258669678
0.395252233,0.246227091
0.510254537,0.528289224
0.160294693,0.204643379
0.220613186,0.245199943
0.240867546,0.257267948
0.656013823,0.581267432
0.199949277,0.304010435
0.221527916,0.67516949
0.363904655,0.787257522
0.078808898,0.350022387
0.617127869,0.692478541
0.489759124,0.92644754
0.659863439,0.548830632
0.686754104,0.94193229
0.72215948,0.897763483
0.070447271,0.059276914
0.471075278,0.132972833
0.582903728,0.434435755
0.107202089,0.666266802
0.743231633,0.649483606
0.981976409,0.605880627
0.31266418,0.041084587
0.58002905,0.208973402
0.744568472,0.984877562
0.203752559,0.023075206
0.344563297,0.489013366
0.831469614,0.476370539
1.039161587,0.971334942
0.663847579,0.538060062
0.129410701,0.952727338
0.989603673,0.922402856
0.512035028,0.736212266
0.093444602,0.695871869
0.125945966,0.654161626
1.043670301,0.266201826
0.72616834,0.979472618
0.105139061,0.9664231
0.994096047,0.850497355
0.095388307,0.247258756
0.887920687,0.672128749
0.443299709,0.553282932
0.563267202,0.348720257
0.445010956,0.089974118
0.508229278,0.121583477
0.404215041,0.393644147
0.22705551,0.197840842
0.948758954,0.265415169
0.826448982,0.440517228
0.95537137,0.847038756
0.386420772,0.71709964
0.471559179,0.330129397
0.287189022,0.478182688
0.400742791,0.489201782
0.929878079,0.743137998
0.327633228,0.17348634
0.353141175,0.521576788
0.879677128,0.380897423
0.508526991,0.89214054
0.574040834,0.49095616
0.629539748,0.245507475
0.81382997,0.959184399
0.192677453,0.408055904
0.44405451,0.468008327
0.184217673,0.193635252
0.873400915,0.337971707
0.258959837,0.744431135
0.136937133,0.146274425
0.264104279,0.259409694
0.679857275,0.672032564
0.730224535,0.193719616
0.773411314,0.395760004
0.797391095,0.331400982
0.237056894,0.257244537
0.85934933,0.982011005
0.469756377,0.573271244
0.922850976,0.159739208
0.905970258,0.767170322
0.816984118,0.413398664
0.241449017,0.099095365
0.892341847,0.089176713
0.403086958,0.853210638
0.880823351,0.58662686
0.711216963,0.904326999
0.962609968,0.567084188
0.894555578,0.933665981
0.541247529,0.89648805
0.300697043,0.84041566
0.455609433,0.665127309
0.815731908,0.244768604
0.125227421,0.457703504
0.585540415,0.789216708
0.426500482,0.927422746
0.665427537,0.398626021
0.30332739,0.63037072
0.308682195,0.981254196
0.394759002,0.448001412
0.967827387,0.181319018
0.148582389,0.278293235
